DR_NO;Date Rptd;AREA NAME;Crm Cd Desc
200121924;12/04/2020 12:00:00 AM;Central    ;BRANDISH WEAPON                                         
200114566;07/07/2020 12:00:00 AM;Central    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
200109297;03/17/2020 12:00:00 AM;Central    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
200114978;07/17/2020 12:00:00 AM;Central    ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
200113749;06/22/2020 12:00:00 AM;Central    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
200117636;09/08/2020 12:00:00 AM;Central    ;INTIMATE PARTNER - SIMPLE ASSAULT                       
200116509;08/16/2020 12:00:00 AM;Central    ;INTIMATE PARTNER - AGGRAVATED ASSAULT                   
200112296;05/28/2020 12:00:00 AM;Central    ;BATTERY - SIMPLE ASSAULT                                
200105101;01/16/2020 12:00:00 AM;Central    ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
200122583;12/21/2020 12:00:00 AM;Central    ;BATTERY - SIMPLE ASSAULT                                
200104329;01/05/2020 12:00:00 AM;Central    ;THEFT FROM MOTOR VEHICLE - ATTEMPT                      
200112018;05/21/2020 12:00:00 AM;Central    ;THEFT PLAIN - PETTY ($950 & UNDER)                      
200118819;10/02/2020 12:00:00 AM;Central    ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
210104871;11/23/2020 12:00:00 AM;Central    ;THEFT PLAIN - PETTY ($950 & UNDER)                      
200111532;05/09/2020 12:00:00 AM;Central    ;BURGLARY FROM VEHICLE                                   
200116845;08/23/2020 12:00:00 AM;Central    ;BATTERY - SIMPLE ASSAULT                                
200109911;04/01/2020 12:00:00 AM;Central    ;BURGLARY FROM VEHICLE                                   
200107176;02/14/2020 12:00:00 AM;Central    ;BURGLARY FROM VEHICLE                                   
200114035;06/27/2020 12:00:00 AM;Central    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
200116751;08/22/2020 12:00:00 AM;Central    ;SEXUAL PENETRATION W/FOREIGN OBJECT                     
200112893;06/03/2020 12:00:00 AM;Central    ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
200110305;04/11/2020 12:00:00 AM;Central    ;VEHICLE - STOLEN                                        
200117067;08/27/2020 12:00:00 AM;Central    ;LETTERS, LEWD  -  TELEPHONE CALLS, LEWD                 
200114221;07/02/2020 12:00:00 AM;Central    ;BURGLARY                                                
200105685;01/25/2020 12:00:00 AM;Central    ;BURGLARY FROM VEHICLE                                   
200110881;04/23/2020 12:00:00 AM;Central    ;BURGLARY                                                
200120902;11/11/2020 12:00:00 AM;Central    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
200109155;03/14/2020 12:00:00 AM;Central    ;THEFT PLAIN - PETTY ($950 & UNDER)                      
200115114;07/21/2020 12:00:00 AM;Central    ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
200105460;01/22/2020 12:00:00 AM;Central    ;BATTERY - SIMPLE ASSAULT                                
200105860;01/27/2020 12:00:00 AM;Central    ;THEFT, PERSON                                           
200121354;11/21/2020 12:00:00 AM;Central    ;BIKE - STOLEN                                           
200116548;08/17/2020 12:00:00 AM;Central    ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
200116525;08/17/2020 12:00:00 AM;Central    ;BURGLARY FROM VEHICLE                                   
200121187;11/17/2020 12:00:00 AM;Central    ;BURGLARY                                                
200110912;04/24/2020 12:00:00 AM;Central    ;THEFT OF IDENTITY                                       
200118174;09/19/2020 12:00:00 AM;Central    ;BURGLARY FROM VEHICLE                                   
200110952;04/24/2020 12:00:00 AM;Central    ;THEFT, PERSON                                           
200122307;12/12/2020 12:00:00 AM;Central    ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
200105524;01/22/2020 12:00:00 AM;Central    ;BATTERY - SIMPLE ASSAULT                                
200110216;04/09/2020 12:00:00 AM;Central    ;SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH 
200111965;05/20/2020 12:00:00 AM;Central    ;BURGLARY FROM VEHICLE                                   
200114167;06/30/2020 12:00:00 AM;Central    ;BIKE - STOLEN                                           
200122923;12/30/2020 12:00:00 AM;Central    ;BATTERY - SIMPLE ASSAULT                                
200105266;01/19/2020 12:00:00 AM;Central    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
200113205;06/10/2020 12:00:00 AM;Central    ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
200114139;06/30/2020 12:00:00 AM;Central    ;BATTERY - SIMPLE ASSAULT                                
200121338;11/21/2020 12:00:00 AM;Central    ;BATTERY - SIMPLE ASSAULT                                
200100623;02/23/2020 12:00:00 AM;Central    ;BATTERY - SIMPLE ASSAULT                                
200118719;09/30/2020 12:00:00 AM;Central    ;BATTERY - SIMPLE ASSAULT                                
200120321;10/31/2020 12:00:00 AM;Central    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
200119041;10/07/2020 12:00:00 AM;Central    ;ATTEMPTED ROBBERY                                       
200104703;01/01/2020 12:00:00 AM;Central    ;BURGLARY FROM VEHICLE                                   
200109796;03/29/2020 12:00:00 AM;Central    ;BATTERY - SIMPLE ASSAULT                                
200116094;08/08/2020 12:00:00 AM;Central    ;THEFT PLAIN - PETTY ($950 & UNDER)                      
210104040;01/02/2021 12:00:00 AM;Central    ;BURGLARY                                                
200121079;11/15/2020 12:00:00 AM;Central    ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
200104941;01/13/2020 12:00:00 AM;Central    ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
200111444;05/07/2020 12:00:00 AM;Central    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
200106783;02/08/2020 12:00:00 AM;Central    ;BURGLARY FROM VEHICLE                                   
200118313;09/21/2020 12:00:00 AM;Central    ;BIKE - STOLEN                                           
200113441;06/15/2020 12:00:00 AM;Central    ;BURGLARY                                                
200117139;08/30/2020 12:00:00 AM;Central    ;BURGLARY                                                
200100802;05/23/2020 12:00:00 AM;Central    ;RAPE, FORCIBLE                                          
200109933;04/01/2020 12:00:00 AM;Central    ;BATTERY - SIMPLE ASSAULT                                
200115326;07/25/2020 12:00:00 AM;Central    ;BATTERY - SIMPLE ASSAULT                                
200116176;08/10/2020 12:00:00 AM;Central    ;BATTERY WITH SEXUAL CONTACT                             
200118489;09/25/2020 12:00:00 AM;Central    ;BURGLARY FROM VEHICLE                                   
200119671;10/19/2020 12:00:00 AM;Central    ;BURGLARY, ATTEMPTED                                     
200121432;11/22/2020 12:00:00 AM;Central    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
200105391;01/21/2020 12:00:00 AM;Central    ;CRIMINAL HOMICIDE                                       
200117860;09/12/2020 12:00:00 AM;Central    ;DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER    
200120833;11/04/2020 12:00:00 AM;Central    ;ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER            
200112373;05/30/2020 12:00:00 AM;Central    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
200108847;03/10/2020 12:00:00 AM;Central    ;ARSON                                                   
200113495;06/16/2020 12:00:00 AM;Central    ;BATTERY - SIMPLE ASSAULT                                
210104879;01/18/2021 12:00:00 AM;Central    ;SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ
200104413;01/06/2020 12:00:00 AM;Central    ;THEFT, PERSON                                           
200117811;09/12/2020 12:00:00 AM;Central    ;OTHER MISCELLANEOUS CRIME                               
200100742;04/25/2020 12:00:00 AM;Central    ;INTIMATE PARTNER - AGGRAVATED ASSAULT                   
200118090;09/17/2020 12:00:00 AM;Central    ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
200119380;10/13/2020 12:00:00 AM;Central    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
200122586;12/20/2020 12:00:00 AM;Central    ;OTHER ASSAULT                                           
200110582;04/16/2020 12:00:00 AM;Central    ;BURGLARY FROM VEHICLE                                   
200106426;02/04/2020 12:00:00 AM;Central    ;INTIMATE PARTNER - SIMPLE ASSAULT                       
200115227;07/22/2020 12:00:00 AM;Central    ;BURGLARY FROM VEHICLE                                   
200109426;03/19/2020 12:00:00 AM;Central    ;VEHICLE - STOLEN                                        
200113673;06/19/2020 12:00:00 AM;Central    ;THEFT OF IDENTITY                                       
200121538;11/25/2020 12:00:00 AM;Central    ;DISCHARGE FIREARMS/SHOTS FIRED                          
200111397;05/06/2020 12:00:00 AM;Central    ;BATTERY - SIMPLE ASSAULT                                
200121132;11/16/2020 12:00:00 AM;Central    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
200121824;12/02/2020 12:00:00 AM;Central    ;OTHER MISCELLANEOUS CRIME                               
200115266;07/23/2020 12:00:00 AM;Central    ;BATTERY - SIMPLE ASSAULT                                
200122737;12/24/2020 12:00:00 AM;Central    ;THEFT PLAIN - PETTY ($950 & UNDER)                      
200105753;01/26/2020 12:00:00 AM;Central    ;ROBBERY                                                 
200118516;09/26/2020 12:00:00 AM;Central    ;BURGLARY FROM VEHICLE                                   
200109025;03/12/2020 12:00:00 AM;Central    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
200113990;06/26/2020 12:00:00 AM;Central    ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
200105210;01/18/2020 12:00:00 AM;Central    ;THEFT PLAIN - PETTY ($950 & UNDER)                      
200121043;11/14/2020 12:00:00 AM;Central    ;BURGLARY FROM VEHICLE                                   
200120606;11/04/2020 12:00:00 AM;Central    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
200120394;10/27/2020 12:00:00 AM;Central    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
200109050;03/13/2020 12:00:00 AM;Central    ;BURGLARY FROM VEHICLE                                   
200115311;07/24/2020 12:00:00 AM;Central    ;BURGLARY FROM VEHICLE                                   
200116518;08/17/2020 12:00:00 AM;Central    ;VEHICLE - STOLEN                                        
200121491;11/24/2020 12:00:00 AM;Central    ;BURGLARY FROM VEHICLE                                   
200108682;03/07/2020 12:00:00 AM;Central    ;THEFT PLAIN - PETTY ($950 & UNDER)                      
200108576;03/06/2020 12:00:00 AM;Central    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
200120057;10/27/2020 12:00:00 AM;Central    ;BATTERY - SIMPLE ASSAULT                                
200105914;01/28/2020 12:00:00 AM;Central    ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
200111807;05/17/2020 12:00:00 AM;Central    ;BATTERY - SIMPLE ASSAULT                                
200113467;06/16/2020 12:00:00 AM;Central    ;BURGLARY                                                
200120012;10/19/2020 12:00:00 AM;Central    ;BURGLARY FROM VEHICLE                                   
200113139;06/09/2020 12:00:00 AM;Central    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
200111918;05/19/2020 12:00:00 AM;Central    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
200114705;07/11/2020 12:00:00 AM;Central    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
200111339;05/05/2020 12:00:00 AM;Central    ;THEFT PLAIN - PETTY ($950 & UNDER)                      
200121576;11/25/2020 12:00:00 AM;Central    ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
210105841;12/29/2020 12:00:00 AM;Central    ;THEFT PLAIN - PETTY ($950 & UNDER)                      
200122105;12/08/2020 12:00:00 AM;Central    ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
200114484;07/07/2020 12:00:00 AM;Central    ;OTHER ASSAULT                                           
200113960;06/26/2020 12:00:00 AM;Central    ;BATTERY - SIMPLE ASSAULT                                
200115251;07/23/2020 12:00:00 AM;Central    ;BURGLARY                                                
200120754;11/08/2020 12:00:00 AM;Central    ;BATTERY - SIMPLE ASSAULT                                
200118474;09/25/2020 12:00:00 AM;Central    ;BATTERY - SIMPLE ASSAULT                                
200112329;05/29/2020 12:00:00 AM;Central    ;BURGLARY FROM VEHICLE                                   
200108187;02/29/2020 12:00:00 AM;Central    ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
200112161;05/25/2020 12:00:00 AM;Central    ;THEFT PLAIN - PETTY ($950 & UNDER)                      
200119180;10/10/2020 12:00:00 AM;Central    ;VEHICLE - STOLEN                                        
200111879;05/18/2020 12:00:00 AM;Central    ;ROBBERY                                                 
200107370;02/16/2020 12:00:00 AM;Central    ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
200113663;06/19/2020 12:00:00 AM;Central    ;INTIMATE PARTNER - SIMPLE ASSAULT                       
210105700;12/22/2020 12:00:00 AM;Central    ;BURGLARY FROM VEHICLE                                   
200112068;05/22/2020 12:00:00 AM;Central    ;BATTERY - SIMPLE ASSAULT                                
200116855;08/24/2020 12:00:00 AM;Central    ;TRESPASSING                                             
200108214;03/01/2020 12:00:00 AM;Central    ;BATTERY - SIMPLE ASSAULT                                
200109866;03/31/2020 12:00:00 AM;Central    ;BATTERY - SIMPLE ASSAULT                                
210107911;03/24/2021 12:00:00 AM;Central    ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
200110430;04/14/2020 12:00:00 AM;Central    ;THEFT OF IDENTITY                                       
200113014;06/07/2020 12:00:00 AM;Central    ;INTIMATE PARTNER - SIMPLE ASSAULT                       
200116655;08/19/2020 12:00:00 AM;Central    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
200105866;01/28/2020 12:00:00 AM;Central    ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
200112888;06/04/2020 12:00:00 AM;Central    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
200113792;06/22/2020 12:00:00 AM;Central    ;BATTERY - SIMPLE ASSAULT                                
200111721;05/14/2020 12:00:00 AM;Central    ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
200109276;03/16/2020 12:00:00 AM;Central    ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
200121088;11/16/2020 12:00:00 AM;Central    ;BATTERY - SIMPLE ASSAULT                                
200117482;09/05/2020 12:00:00 AM;Central    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
200115568;07/29/2020 12:00:00 AM;Central    ;BURGLARY FROM VEHICLE                                   
200121282;11/19/2020 12:00:00 AM;Central    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
200116181;08/10/2020 12:00:00 AM;Central    ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
200113704;06/21/2020 12:00:00 AM;Central    ;BATTERY - SIMPLE ASSAULT                                
200106340;02/03/2020 12:00:00 AM;Central    ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
200118566;09/27/2020 12:00:00 AM;Central    ;DISTURBING THE PEACE                                    
200119741;10/20/2020 12:00:00 AM;Central    ;BRANDISH WEAPON                                         
200121769;12/01/2020 12:00:00 AM;Central    ;LETTERS, LEWD  -  TELEPHONE CALLS, LEWD                 
200113256;06/11/2020 12:00:00 AM;Central    ;BATTERY - SIMPLE ASSAULT                                
200107248;02/16/2020 12:00:00 AM;Central    ;BURGLARY FROM VEHICLE                                   
200116856;08/24/2020 12:00:00 AM;Central    ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
200112867;06/04/2020 12:00:00 AM;Central    ;BURGLARY                                                
200117730;09/10/2020 12:00:00 AM;Central    ;THEFT OF IDENTITY                                       
200111123;04/29/2020 12:00:00 AM;Central    ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
200100536;01/14/2020 12:00:00 AM;Central    ;BATTERY - SIMPLE ASSAULT                                
200105238;01/18/2020 12:00:00 AM;Central    ;BRANDISH WEAPON                                         
200110557;04/16/2020 12:00:00 AM;Central    ;BURGLARY                                                
200108804;03/09/2020 12:00:00 AM;Central    ;BATTERY - SIMPLE ASSAULT                                
200113308;06/08/2020 12:00:00 AM;Central    ;ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER            
200120154;10/28/2020 12:00:00 AM;Central    ;BURGLARY FROM VEHICLE                                   
200109756;03/27/2020 12:00:00 AM;Central    ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
200117346;09/02/2020 12:00:00 AM;Central    ;BATTERY - SIMPLE ASSAULT                                
200111010;04/26/2020 12:00:00 AM;Central    ;BIKE - STOLEN                                           
200108622;03/06/2020 12:00:00 AM;Central    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
200122930;12/30/2020 12:00:00 AM;Central    ;VEHICLE - STOLEN                                        
200114610;07/09/2020 12:00:00 AM;Central    ;BATTERY - SIMPLE ASSAULT                                
200118012;09/15/2020 12:00:00 AM;Central    ;INTIMATE PARTNER - AGGRAVATED ASSAULT                   
200112229;05/27/2020 12:00:00 AM;Central    ;BURGLARY FROM VEHICLE                                   
200104946;01/13/2020 12:00:00 AM;Central    ;BATTERY - SIMPLE ASSAULT                                
200112830;06/03/2020 12:00:00 AM;Central    ;INTIMATE PARTNER - SIMPLE ASSAULT                       
200114982;07/18/2020 12:00:00 AM;Central    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
200122261;12/11/2020 12:00:00 AM;Central    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
200119694;10/19/2020 12:00:00 AM;Central    ;TRESPASSING                                             
200115021;07/18/2020 12:00:00 AM;Central    ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
200111964;05/20/2020 12:00:00 AM;Central    ;BATTERY - SIMPLE ASSAULT                                
200114293;07/04/2020 12:00:00 AM;Central    ;BURGLARY FROM VEHICLE                                   
200120901;11/11/2020 12:00:00 AM;Central    ;BURGLARY                                                
200112290;05/28/2020 12:00:00 AM;Central    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
200107696;02/23/2020 12:00:00 AM;Central    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
200107180;02/15/2020 12:00:00 AM;Central    ;BATTERY - SIMPLE ASSAULT                                
200105475;01/22/2020 12:00:00 AM;Central    ;BATTERY - SIMPLE ASSAULT                                
200122719;12/24/2020 12:00:00 AM;Central    ;VEHICLE - STOLEN                                        
200114106;06/29/2020 12:00:00 AM;Central    ;ROBBERY                                                 
200104360;01/06/2020 12:00:00 AM;Central    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
200113626;06/15/2020 12:00:00 AM;Central    ;THEFT PLAIN - PETTY ($950 & UNDER)                      
200115717;08/02/2020 12:00:00 AM;Central    ;INTIMATE PARTNER - SIMPLE ASSAULT                       
200119197;10/11/2020 12:00:00 AM;Central    ;INTIMATE PARTNER - SIMPLE ASSAULT                       
200114764;07/13/2020 12:00:00 AM;Central    ;BIKE - STOLEN                                           
200120756;11/08/2020 12:00:00 AM;Central    ;ARSON                                                   
200121596;11/26/2020 12:00:00 AM;Central    ;ROBBERY                                                 
200120250;10/29/2020 12:00:00 AM;Central    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
200115879;08/05/2020 12:00:00 AM;Central    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
200114373;07/05/2020 12:00:00 AM;Central    ;BATTERY - SIMPLE ASSAULT                                
200107880;02/26/2020 12:00:00 AM;Central    ;ROBBERY                                                 
200105211;01/18/2020 12:00:00 AM;Central    ;THEFT PLAIN - PETTY ($950 & UNDER)                      
200114270;07/03/2020 12:00:00 AM;Central    ;LETTERS, LEWD  -  TELEPHONE CALLS, LEWD                 
200113051;06/07/2020 12:00:00 AM;Central    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
200120271;10/30/2020 12:00:00 AM;Central    ;ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER            
200104879;01/12/2020 12:00:00 AM;Central    ;ROBBERY                                                 
200108924;03/10/2020 12:00:00 AM;Central    ;THEFT PLAIN - PETTY ($950 & UNDER)                      
200122733;12/24/2020 12:00:00 AM;Central    ;VEHICLE - STOLEN                                        
200118798;10/02/2020 12:00:00 AM;Central    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
200111755;05/15/2020 12:00:00 AM;Central    ;BURGLARY                                                
200107717;02/23/2020 12:00:00 AM;Central    ;ATTEMPTED ROBBERY                                       
200119289;10/03/2020 12:00:00 AM;Central    ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
200114208;07/01/2020 12:00:00 AM;Central    ;TRESPASSING                                             
200111326;05/04/2020 12:00:00 AM;Central    ;OTHER ASSAULT                                           
200110030;04/03/2020 12:00:00 AM;Central    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
200118131;09/18/2020 12:00:00 AM;Central    ;THEFT OF IDENTITY                                       
200114308;07/04/2020 12:00:00 AM;Central    ;INTIMATE PARTNER - AGGRAVATED ASSAULT                   
200122723;12/24/2020 12:00:00 AM;Central    ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
200115775;08/03/2020 12:00:00 AM;Central    ;VEHICLE - STOLEN                                        
200106382;02/03/2020 12:00:00 AM;Central    ;BURGLARY FROM VEHICLE                                   
200105690;01/25/2020 12:00:00 AM;Central    ;BURGLARY                                                
200120531;11/04/2020 12:00:00 AM;Central    ;BATTERY POLICE (SIMPLE)                                 
200108341;03/03/2020 12:00:00 AM;Central    ;BIKE - STOLEN                                           
200119244;10/12/2020 12:00:00 AM;Central    ;PICKPOCKET                                              
200109091;03/13/2020 12:00:00 AM;Central    ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
200120412;11/02/2020 12:00:00 AM;Central    ;BURGLARY                                                
200112358;05/30/2020 12:00:00 AM;Central    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
200111460;05/07/2020 12:00:00 AM;Central    ;BURGLARY                                                
200100583;02/04/2020 12:00:00 AM;Central    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
200117688;09/09/2020 12:00:00 AM;Central    ;BATTERY - SIMPLE ASSAULT                                
200121051;11/15/2020 12:00:00 AM;Central    ;BURGLARY FROM VEHICLE                                   
200119879;10/22/2020 12:00:00 AM;Central    ;BURGLARY FROM VEHICLE                                   
200107047;02/13/2020 12:00:00 AM;Central    ;THEFT PLAIN - PETTY ($950 & UNDER)                      
200105120;01/16/2020 12:00:00 AM;Central    ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
200111287;05/04/2020 12:00:00 AM;Central    ;BRANDISH WEAPON                                         
210105782;12/17/2020 12:00:00 AM;Central    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
200112361;05/30/2020 12:00:00 AM;Central    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
200114551;07/08/2020 12:00:00 AM;Central    ;BATTERY - SIMPLE ASSAULT                                
200119097;10/08/2020 12:00:00 AM;Central    ;THEFT PLAIN - PETTY ($950 & UNDER)                      
200110174;04/07/2020 12:00:00 AM;Central    ;BURGLARY FROM VEHICLE                                   
200111342;05/05/2020 12:00:00 AM;Central    ;BURGLARY FROM VEHICLE                                   
200106021;01/30/2020 12:00:00 AM;Central    ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
200106012;01/27/2020 12:00:00 AM;Central    ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
200105051;01/16/2020 12:00:00 AM;Central    ;ROBBERY                                                 
200114804;07/14/2020 12:00:00 AM;Central    ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
200107905;02/26/2020 12:00:00 AM;Central    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
210114746;08/06/2021 12:00:00 AM;Central    ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
200110064;04/04/2020 12:00:00 AM;Central    ;BURGLARY                                                
210107566;03/16/2021 12:00:00 AM;Central    ;RAPE, FORCIBLE                                          
200121020;11/14/2020 12:00:00 AM;Central    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
200112637;06/01/2020 12:00:00 AM;Central    ;ARSON                                                   
200115201;07/22/2020 12:00:00 AM;Central    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
200109624;03/25/2020 12:00:00 AM;Central    ;BURGLARY                                                
200109347;03/18/2020 12:00:00 AM;Central    ;BURGLARY FROM VEHICLE                                   
200111375;05/05/2020 12:00:00 AM;Central    ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
200111191;05/01/2020 12:00:00 AM;Central    ;LEWD/LASCIVIOUS ACTS WITH CHILD                         
200116049;08/08/2020 12:00:00 AM;Central    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
200110025;04/04/2020 12:00:00 AM;Central    ;ROBBERY                                                 
200116584;08/18/2020 12:00:00 AM;Central    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
200110397;04/13/2020 12:00:00 AM;Central    ;BATTERY - SIMPLE ASSAULT                                
200104962;01/14/2020 12:00:00 AM;Central    ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
200122877;12/29/2020 12:00:00 AM;Central    ;VEHICLE - STOLEN                                        
200104455;01/06/2020 12:00:00 AM;Central    ;BURGLARY FROM VEHICLE                                   
200117345;09/02/2020 12:00:00 AM;Central    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
200122526;12/18/2020 12:00:00 AM;Central    ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
200106077;01/30/2020 12:00:00 AM;Central    ;VEHICLE - STOLEN                                        
200107666;02/22/2020 12:00:00 AM;Central    ;TRESPASSING                                             
200118057;09/16/2020 12:00:00 AM;Central    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
200105422;01/21/2020 12:00:00 AM;Central    ;ROBBERY                                                 
200107892;02/25/2020 12:00:00 AM;Central    ;THEFT PLAIN - PETTY ($950 & UNDER)                      
200122226;12/10/2020 12:00:00 AM;Central    ;INTIMATE PARTNER - SIMPLE ASSAULT                       
200116027;08/08/2020 12:00:00 AM;Central    ;BURGLARY FROM VEHICLE                                   
200116437;08/15/2020 12:00:00 AM;Central    ;VEHICLE - STOLEN                                        
200119685;10/20/2020 12:00:00 AM;Central    ;VEHICLE - STOLEN                                        
200107894;02/25/2020 12:00:00 AM;Central    ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
200107015;02/13/2020 12:00:00 AM;Central    ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
200119300;10/12/2020 12:00:00 AM;Central    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
200111293;05/04/2020 12:00:00 AM;Central    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
200112394;05/30/2020 12:00:00 AM;Central    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
